ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MRKT_TY_NM,MRKT_OPER_PD,STORE_CO,ADIT_DC,USE_GCCT_CN,HMPG_ADDR,TOILET_EXST_AT,PRKPLCE_EXST_AT,OPNNG_YEAR,TEL_NO,DATA_BASE_DE,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC483PO22N000000675,쇼핑,전통시장,중앙시장,경기,안성시,4155011700,서인동,4155052000,안성2동,4.15504E+11,경기 안성시 장기로45번길 30,17581,다바794898,127.2687958,37.00656174,상설장,매일,64,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000676,쇼핑,전통시장,박달시장,경기,안양시 만안구,4117110300,박달동,4117162100,박달1동,1.14403E+11,경기 안양시 만안구 양화로 132-3,13987,다사477341,126.9096186,37.40464622,상설장,매일,124,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,031-469-2660,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000677,쇼핑,전통시장,석수시장,경기,안양시 만안구,4117110200,석수동,4117160000,석수2동,4.11714E+11,경기 안양시 만안구 석천로171번길 20,13968,다사476350,126.9079976,37.4128602,상설장,매일,58,농산물+수산물+기타소매업+근린생활서비스업,,,Y,Y,1979,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000678,쇼핑,전통시장,안양관양시장,경기,안양시 동안구,4117310200,관양동,4117355000,관양1동,4.11734E+11,경기 안양시 동안구 관평로336번길 31,13931,다사521341,126.95931,37.40522465,상설장,매일,106,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2006,031-386-5577,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000679,쇼핑,전통시장,안양남부시장,경기,안양시 만안구,4117110100,안양동,4117151000,안양1동,4.11714E+11,경기 안양시 만안구 장내로140번길 51,13996,다사491331,126.9249532,37.39593462,상설장,매일,180,농산물+축산물+수산물+가공식품+근린생활서비스업,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000680,쇼핑,전통시장,안양중앙인정시장,경기,안양시 만안구,4117110100,안양동,4117154000,안양4동,4.11714E+11,경기 안양시 만안구 냉천로185번길 8,14002,다사486332,126.9195692,37.39648476,상설장,매일,410,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2006,031-447-9961,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000681,쇼핑,전통시장,안양호계종합시장,경기,안양시 동안구,4117310400,호계동,4117358000,호계1동,4.11734E+11,경기 안양시 동안구 흥안대로133번길 34,14112,다사521305,126.9592998,37.37253625,상설장,매일,180,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2008,031-453-4766,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000682,쇼핑,전통시장,중앙시장,경기,안양시 만안구,4117110100,안양동,4117154000,안양4동,3.01103E+11,경기 안양시 만안구 냉천로 196,14001,다사486333,126.9196682,37.39756839,상설장,매일,315,농산물+축산물+의류/신발+기타소매업,,,Y,Y,1961,031-449-6047,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000683,쇼핑,전통시장,양수리전통시장(양평양수리시장),경기,양평군,4183033021,양서면 양수리,4183033000,양서면,4.18304E+11,경기 양평군 양서면 양수로150번길 3-15,12585,다사840495,127.3197946,37.54507225,상설장,매일,108,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2013,031-775-3110,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000684,쇼핑,전통시장,양평물맑은시장,경기,양평군,4183025021,양평읍 양근리,4183025000,양평읍,4.18304E+11,경기 양평군 양평읍 양평장터길 15,12556,다사993435,127.492562,37.49093212,상설장+5일장,3일+8일,392,농산물+수산물+가공식품+의류/신발+기타소매업,,http://blog.naver.com/ypsijang,Y,Y,2014,031-771-2080,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000685,쇼핑,전통시장,용문천년시장,경기,양평군,4183040024,용문면 다문리,4183040000,용문면,4.18304E+11,경기 양평군 용문면 용문시장2길 11,12523,라사083427,127.5947559,37.48396323,상설장+5일장,5일+10일,163,농산물+음식점업+기타소매업,,,Y,Y,2016,031-771-6172,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000686,쇼핑,전통시장,전곡재래시장,경기,연천군,4180025321,전곡읍 전곡리,4180025300,전곡읍,4.18004E+11,경기 연천군 전곡읍 전곡로172번길 4-19,11033,다아621030,127.0681742,38.02706247,상설장,매일,64,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2006,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000687,쇼핑,전통시장,오색시장,경기,오산시,4137010100,오산동,4137051000,중앙동,4.13704E+11,경기 오산시 오산로272번길 21,18135,다사618059,127.0709362,37.15133745,5일장,3일+8일,356,농산물+축산물+수산물+의류/신발+기타소매업,,http://5colormarket.com,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000688,쇼핑,전통시장,용인중앙시장,경기,용인시 처인구,4146110100,김량장동,4146151000,중앙동,4.14614E+11,경기 용인시 처인구 금령로107번길 13,17052,다사740153,127.2078585,37.23671447,상설장+5일장,5일,530,농산물+축산물+의류/신발+가정용품+기타소매업,,,Y,Y,2005,031-336-1110,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000689,쇼핑,전통시장,죽전로데오상점가전통시장,경기,용인시 수지구,4146510200,죽전동,4146555000,죽전2동,4.11352E+11,경기 용인시 수지구 용구대로 2725-1,16869,다사652256,127.1080591,37.32876707,상설장,매일,155,의류/신발,,http://jukjeonrodeo.com,Y,Y,2013,031-261-2619,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000690,쇼핑,전통시장,부곡도깨비시장,경기,의왕시,4143010300,삼동,4143052000,부곡동,4.14304E+11,경기 의왕시 부곡시장길 18,16095,다사513246,126.9507058,37.31946613,상설장,매일,116,축산물+수산물+가공식품+의류/신발,,,Y,Y,2014,031-462-0994,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000691,쇼핑,전통시장,의정부시장,경기,의정부시,4115010100,의정부동,4115051000,의정부1동,4.11504E+11,경기 의정부시 시민로143번길 40,11695,다사604711,127.0511829,37.73945051,상설장,매일,39,농산물+축산물+수산물+가정용품+기타소매업,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000692,쇼핑,전통시장,의정부제일시장,경기,의정부시,4115010100,의정부동,4115051000,의정부1동,4.11504E+11,경기 의정부시 태평로73번길 20,11695,다사603712,127.0500679,37.74012663,상설장,매일,334,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1976,031-846-2617,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000693,쇼핑,전통시장,의정부청과야채시장,경기,의정부시,4115010100,의정부동,4115051000,의정부1동,4.11504E+11,경기 의정부시 호국로1346번길 141,11694,다사605710,127.0527082,37.73855004,상설장,매일,66,농산물+수산물+기타소매업,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000694,쇼핑,전통시장,관고전통시장,경기,이천시,4150010200,관고동,4150053000,관고동,4.15004E+11,경기 이천시 중리천로31번길 22,17368,다사947202,127.4403608,37.28081972,상설장,매일,127,농산물+축산물+수산물+가공식품+기타소매업,,www.관고전통시장.com,Y,Y,2008,031-633-4243,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000695,쇼핑,전통시장,사기막골도자기시장,경기,이천시,4150011100,사음동,4150053000,관고동,4.15004E+11,경기 이천시 경충대로2993번길 24,17308,다사921217,127.4119793,37.29482311,상설장,매일,56,근린생활서비스업,,,Y,Y,2006,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000696,쇼핑,전통시장,장호원전통시장,경기,이천시,4150025021,장호원읍 장호원리,4150025000,장호원읍,4.15004E+11,경기 이천시 장호원읍 장감로77번길 14,17418,라사116021,127.6312509,37.11808847,상설장,매일,69,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2004,031-643-1330,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000697,쇼핑,전통시장,광탄시장,경기,파주시,4148035027,광탄면 신산리,4148035000,광탄면,4.12813E+11,경기 파주시 광탄면 혜음로 1114,10948,다사426759,126.8484764,37.78146068,상설장,매일,115,농산물+가공식품+가정용품+음식점업+근린생활서비스업,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000698,쇼핑,전통시장,금촌명동로시장,경기,파주시,4148010100,금촌동,4148051000,금촌1동,1.11404E+11,경기 파주시 명동길 53,10929,다사359739,126.7733603,37.76330449,상설장,매일,80,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2013,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000699,쇼핑,전통시장,금촌문화로시장,경기,파주시,4148010100,금촌동,4148051000,금촌1동,2.62603E+11,경기 파주시 문화로 89-1,10929,다사361738,126.7748779,37.76224813,상설장,매일,116,의류/신발+가정용품+근린생활서비스,,,Y,Y,2013,031-942-5656,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000700,쇼핑,전통시장,금촌전통시장,경기,파주시,4148010100,금촌동,4148051000,금촌1동,4.14804E+11,경기 파주시 금정24길 18-6,10929,다사360739,126.7738771,37.76261525,상설장+5일장,1일+6일,98,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000701,쇼핑,전통시장,문산자유시장,경기,파주시,4148025021,문산읍 문산리,4148025000,문산읍,4.14803E+11,경기 파주시 문산읍 문향로 57,10823,다사370843,126.7839421,37.85672748,상설장,매일,116,축산물+가공식품+의류/신발+가정용품+기타소매업,,,Y,Y,2005,031-952-3233,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000702,쇼핑,전통시장,봉일천시장,경기,파주시,4148026221,조리읍 봉일천리,4148026200,조리읍,1.16203E+11,경기 파주시 조리읍 봉천로 33-1,10937,다사390717,126.8078476,37.74353082,상설장+5일장,2일+7일,65,가공식품+의류/신발+기타소매업,,,Y,Y,2017,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000703,쇼핑,전통시장,적성전통시장,경기,파주시,4148037035,적성면 마지리,4148037000,적성면,4.14803E+11,경기 파주시 적성면 청송로 1023,10803,다사489951,126.9186694,37.9546091,상설장+5일장,5일+10일,86,축산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2013,031-958-8662,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000704,쇼핑,전통시장,서정리시장,경기,평택시,4122010100,서정동,4122051000,중앙동,4.12203E+11,경기 평택시 서정역로 40,17779,다바605955,127.0559229,37.05784381,상설장+5일장,2일+7일,100,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2006,031-666-4676,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000705,쇼핑,전통시장,송탄시장,경기,평택시,4122011000,지산동,4122056000,송북동,4.12204E+11,경기 평택시 탄현로346번길 24,17757,다바606982,127.0570241,37.08210581,상설장+5일장,4일+9일,136,농산물+축산물+수산물,,http://stsijang.kr,Y,Y,2006,031-662-3368,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000706,쇼핑,전통시장,안중시장,경기,평택시,4122025321,안중읍 안중리,4122025300,안중읍,4.12204E+11,경기 평택시 안중읍 안현로서3길 29,17936,다바491878,126.928259,36.9875362,상설장+5일장,1일+6일,130,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,031-686-9979,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000707,쇼핑,전통시장,중앙시장,경기,평택시,4122011200,신장동,4122058000,신장2동,4.12203E+11,경기 평택시 중앙시장로 18-4,17758,다바602980,127.0523673,37.07989124,상설장,매일,150,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2005,031-668-8922,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000708,쇼핑,전통시장,통복시장,경기,평택시,4122011200,신장동,4122058000,신장2동,4.12203E+11,경기 평택시 중앙시장로 18-4,17758,다바602980,127.0523673,37.07989124,상설장+5일장,5일+10일,587,농산물+수산물+기타소매업,,,Y,Y,2005,031-658-0489,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000709,쇼핑,전통시장,운천전통시장,경기,포천시,4165039021,영북면 운천리,4165039000,영북면,4.16504E+11,경기 포천시 영북면 영북로177번길 25,11106,다아800100,127.2722253,38.08994227,상설장+5일장,4일+9일,50,농산물+축산물+수산물,,,Y,Y,2008,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000710,쇼핑,전통시장,일동전통시장,경기,포천시,4165037023,일동면 기산리,4165037000,일동면,2.87203E+11,경기 포천시 일동면 화동로 1090-14,11117,다사841955,127.3194839,37.95977517,상설장,매일,36,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2011,031-532-9906,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000711,쇼핑,전통시장,덕풍전통시장,경기,하남시,4145010800,덕풍동,4145056000,덕풍3동,4.14503E+11,경기 하남시 수리북로 22,12969,다사737491,127.202919,37.54153872,상설장+5일장,4일+9일,140,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,031-794-3753,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000712,쇼핑,전통시장,신장전통시장,경기,하남시,4145010600,신장동,4145052000,신장1동,4.14504E+11,경기 하남시 신장1로3번길 42,12958,다사741487,127.2070276,37.53788732,상설장,매일,79,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2004,031-794-4626,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000713,쇼핑,전통시장,남양시장,경기,화성시,4159026221,남양읍 남양리,4159026200,남양읍,4.15903E+11,경기 화성시 남양읍 남양시장로 61,18258,다사393124,126.8161096,37.20902673,상설장+5일장,1일+6일,202,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2010,031-366-9100,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000714,쇼핑,전통시장,발안시장,경기,화성시,4159025921,향남읍 평리,4159025900,향남읍,4.15904E+11,경기 화성시 향남읍 평2길 7,18593,다사475038,126.9094607,37.13146319,상설장+5일장,10일+5일,221,농산물+가공식품+의류/신발+음식점업+기타소매업,,bamk.co.kr,Y,Y,2010,031-352-0120,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000715,쇼핑,전통시장,사강시장,경기,화성시,4159034021,송산면 사강리,4159034000,송산면,4.15903E+11,경기 화성시 송산면 사강로 183-1,18550,다사322129,126.7360036,37.21330187,상설장+5일장,2일+7일,352,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,031-357-6037,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000716,쇼핑,전통시장,조암시장,경기,화성시,4159025632,우정읍 조암리,4159025600,우정읍,2.72903E+11,경기 화성시 우정읍 조암남로 8,18567,다바392983,126.8170415,37.082198,상설장,매일,410,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,031-351-8009,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000717,쇼핑,전통시장,강릉동부시장,강원,강릉시,4215010900,옥천동,4215054000,옥천동,4.21504E+11,강원 강릉시 수문길19번옆길 12-1,25555,마사235738,128.9020055,37.75584216,상설장,매일,168,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2014,033-0647-7999,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000718,쇼핑,전통시장,강릉서부시장,강원,강릉시,4215010700,용강동,4215052000,중앙동,4.21504E+11,강원 강릉시 임영로155번길 6,25528,마사225737,128.8907988,37.75509423,상설장,매일,154,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,1977,033-648-9136,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000719,쇼핑,전통시장,강릉성남시장,강원,강릉시,4215010800,성남동,4215052000,중앙동,3.11104E+11,강원 강릉시 중앙시장길 24-2,25543,마사232735,128.8990508,37.75373735,상설장,매일,126,가공식품+기타소매업,,,Y,Y,2008,033-647-0006,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000720,쇼핑,전통시장,주문진건어물시장,강원,강릉시,4215025021,주문진읍 주문리,4215025000,주문진읍,4.12713E+11,강원 강릉시 주문진읍 해안로 1748,25413,마사168887,128.8287525,37.89114216,상설장,매일,98,수산물+기타소매업,,,Y,Y,2008,033-661-9599,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000721,쇼핑,전통시장,주문진수산시장,강원,강릉시,4215025021,주문진읍 주문리,4215025000,주문진읍,3.61105E+11,강원 강릉시 주문진읍 시장1길 4-1,25413,마사167887,128.8279729,37.89076898,상설장,매일,53,수산물+기타소매업,,,Y,Y,2005,033-661-7302,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000722,쇼핑,전통시장,주문진종합시장,강원,강릉시,4215025021,주문진읍 주문리,4215025000,주문진읍,4.21504E+11,강원 강릉시 주문진읍 구시장길 8-1,25413,마사166887,128.8268929,37.89122374,상설장,매일,63,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2007,033-662-2180,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000723,쇼핑,전통시장,중앙시장,강원,강릉시,4215010800,성남동,4215052000,중앙동,4.21503E+11,강원 강릉시 금성로 21,25543,마사232736,128.8986233,37.75402359,상설장,매일,203,농산물+수산물+의류/신발+근린생활서비스,,,Y,Y,2008,033-648-4477,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000724,쇼핑,전통시장,간성전통시장(천년고성시장),강원,고성군,4282025022,간성읍 신안리,4282025000,간성읍,4.28205E+11,강원 고성군 간성읍 간성시장3길 7-3,24735,라아846426,128.4694501,38.37999652,상설장+5일장,2일+7일,84,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1965,033-682-7885,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000725,쇼핑,전통시장,거진시장,강원,고성군,4282025321,거진읍 거진리,4282025300,거진읍,4.28205E+11,강원 고성군 거진읍 거진시장길 15,24715,라아832501,128.4539615,38.44783915,5일장,1일+6일,53,농산물+수산물+가정용품+기타소매업,,,Y,Y,1965,033-682-8606,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000726,쇼핑,전통시장,동쪽바다중앙시장,강원,동해시,4217011100,발한동,4217057000,발한동,3.11104E+11,강원 동해시 중앙시장길 12,25715,마사420514,129.1085724,37.55104798,상설장,매일,200,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2006,033-533-3889,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000727,쇼핑,전통시장,동해남부재래시장,강원,동해시,4217010700,동회동,4217053000,북삼동,4.21704E+11,강원 동해시 청운1길 29,25807,마사417443,129.1035481,37.48761131,상설장,매일,208,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2011,033-522-2100,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000728,쇼핑,전통시장,묵호시장,강원,동해시,4217012300,묵호진동,4217059000,묵호동,4.21703E+11,강원 동해시 일출로 59-1,25711,마사425515,129.114195,37.55235883,상설장,매일,157,수산물+기타소매업,,,Y,Y,2017,033-533-8118,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000729,쇼핑,전통시장,북평민속시장,강원,동해시,4217011200,북평동,4217060000,북평동,4.21704E+11,강원 동해시 오일장길 32,25813,마사437438,129.1260277,37.48247246,상설장+5일장,3일+8일,140,농산물+수산물+기타소매업,,,Y,Y,2013,033-522-1141,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000730,쇼핑,전통시장,도계전두시장,강원,삼척시,4223025033,도계읍 전두리,4223025000,도계읍,4.22304E+11,강원 삼척시 도계읍 전두시장길 6-1,25947,마사368155,129.0428102,37.22913387,상설장,매일,46,농산물+가공식품,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000731,쇼핑,전통시장,도계중앙시장,강원,삼척시,4223025030,도계읍 도계리,4223025000,도계읍,4.22304E+11,강원 삼척시 도계읍 도계로4길 20,25947,마사370162,129.0451079,37.23515044,상설장,매일,30,농산물+가공식품,,,Y,Y,2011,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000732,쇼핑,전통시장,삼척번개시장,강원,삼척시,4223012100,사직동,4223051000,남양동,1.14703E+11,강원 삼척시 중앙로 14-27,25930,마사485381,129.1785784,37.43090508,상설장,매일,36,농산물+수산물+가공식품+근린생활서비스업,,,Y,Y,2011,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000733,쇼핑,전통시장,삼척중앙시장,강원,삼척시,4223012000,남양동,4223051000,남양동,4.22303E+11,강원 삼척시 진주로 12-21,25920,마사472394,129.1646216,37.44210346,상설장+5일장,2일+7일,261,농산물+수산물+의류/신발,,,Y,Y,1999,033-572-0909,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000734,쇼핑,전통시장,속초종합중앙시장,강원,속초시,4221010300,중앙동,4221054000,금호동,4.22104E+11,강원 속초시 중앙로147번길 16,24832,라아954232,128.5901906,38.20452186,상설장,매일,268,농산물+수산물+가공식품+의류/신발+기타소매업,,sokcho-central.co.kr,Y,Y,1990,033-633-3501,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000735,쇼핑,전통시장,속초관광수산시장(구 속초중앙전통시장),강원,속초시,4221010300,중앙동,4221054000,금호동,4.22104E+11,강원 속초시 중앙시장로6길 2,24832,라아953233,128.589294,38.2055095,상설장,매일,350,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,033-635-8433,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000736,쇼핑,전통시장,양구중앙시장,강원,양구군,4280025021,양구읍 상리,4280025000,양구읍,1.16204E+11,강원 양구군 양구읍 중앙길 68,24536,라아429116,127.9893293,38.10410575,상설장+5일장,5일+10일,57,농산물+축산물+의류/신발+가정용품+기타소매업,,,Y,Y,1985,033-481-3594,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000737,쇼핑,전통시장,양양전통시장,강원,양양군,4283025021,양양읍 남문리,4283025000,양양읍,3.17104E+11,강원 양양군 양양읍 남문5길 9,25030,라아985089,128.6232929,38.07506325,5일장,4일+9일,68,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2016,033-671-2878,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000738,쇼핑,전통시장,서부공설시장,강원,영월군,4275025022,영월읍 하송리,4275025000,영월읍,4.27504E+11,강원 영월군 영월읍 서부시장길 8-1,26236,라사857097,128.4663131,37.18292424,상설장,매일,41,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,033-372-5500,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000739,쇼핑,전통시장,서부아침시장,강원,영월군,4275025021,영월읍 영흥리,4275025000,영월읍,1.14703E+11,강원 영월군 영월읍 중앙로 30-1,26236,라사858098,128.4667527,37.18331946,상설장,매일,27,농산물+기타소매업,,,Y,Y,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000740,쇼핑,전통시장,영월종합상가시장,강원,영월군,4275025022,영월읍 하송리,4275025000,영월읍,4.27504E+11,강원 영월군 영월읍 서부시장길 16-4,26236,라사858097,128.4666468,37.18289272,상설장,매일,87,의류/신발+가정용품+기타소매업,,,Y,Y,2006,033-374-5296,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000741,쇼핑,전통시장,문막시장,강원,원주시,4213025021,문막읍 문막리,4213025000,문막읍,4.21304E+11,강원 원주시 문막읍 문막시장1길 52-10,26373,라사279230,127.8153591,37.30603623,5일장,3일+8일,71,축산물+가공식품+의류/신발+가정용품+기타소매업,,,Y,Y,2009,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
